id,date,tweet
1432489811609227264,2021-08-30 23:46:00+00:00,"八尾市・平野区で葬儀を考えるなら、シンセリティホールへご連絡を
☎０１２０－４４９－０４０
 ##家族葬　＃お葬式　＃大阪葬儀　＃葬儀"
1432482701601165316,2021-08-30 23:17:44+00:00,"当社でお葬式を行った喪主様から『お宅に頼んで本当に良かった』とのお言葉が永年葬儀を行っている当社の誇りです。
詳しくは事前相談にお越しください。
#大阪家族葬 ##家族葬　＃お葬式　＃大阪葬儀　＃葬儀"
1432481951609356291,2021-08-30 23:14:46+00:00,「だって、リチャードは殺されたんでしょう？」(コーラ・ランスケネ/葬儀を終えて)
1432466680446275586,2021-08-30 22:14:05+00:00,10年前までは小さい葬儀を出すってちょっと恥ずかしいことだったんだよね
1432422073582841858,2021-08-30 19:16:50+00:00,"ん、延長？出口見えた的な発表のニュース見たとこだったけど、急に事態が悪化したの？

フェスやったから？摂取会場に若者集めたから？議員さんが黙食したから？色々無観客にしたから？僕が1週間に1回しか外出ないから？盆も正月も帰省しないから？県をまたぐ親族の葬儀を欠席したから？"
1432421371972259840,2021-08-30 19:14:02+00:00,家業を父から継いぐというは人はさ、父である先代社長の葬儀を立派にやるといいよ。内外にむけて人間関係を継承したことを宣言する場が葬儀なんだから。
1432412392877486084,2021-08-30 18:38:22+00:00,家族葬・福祉葬・お葬式は、多賀城の一般社団法人宮城県福祉葬協会にお任せください。福祉葬・火葬式・家族葬・一日葬など、ご希望に応じて葬儀を承ります。
1432408675876950019,2021-08-30 18:23:35+00:00,エイドリアン・ブロディの『デタッチメント 優しい無関心』って映画で底辺校に臨任した国語教師の主人公が最初の授業で馬鹿な生徒に自分の葬式を俯瞰・客観した作文を書かせるくだりがあったんだけど、自信満々に誰もが悲しむ葬儀を披露したガキの事たまに思い出す。
1432373503311892485,2021-08-30 16:03:50+00:00,名探偵ポワロ「葬儀を終えて」（2005年）。似てるなーと思ったら確かにマイケル・ファスベンダーだった。
1432369552445243392,2021-08-30 15:48:08+00:00,"【最終回時点の未来予想図(妄想)】
・明日美：亮と再度付き合い結婚。
・三生：美波の葬儀を行うのをキッカケに寺を継ぐ決意。新しい寺の形を目指す。
・未知：水産試験場を辞め、東北大学を受験する。
・百音：先生と登米で暮らし、満月の日に出産する。
ごめん悠人くん思いつかない←
#おかえりモネ"
1432369048759586816,2021-08-30 15:46:08+00:00,"お宅に頼んで本当に良かった・・これが私たち宝城が葬儀を行う理由です。
大阪　家族葬　お葬式　友人葬　たからのしろ宝城で検索を・・・
https://sincerit ##家族葬　＃お葬式　＃大阪葬儀　＃葬儀"
1432355328675303425,2021-08-30 14:51:36+00:00,"先日、何とか母の葬儀を終える事が出きました。

兄の事なんですが前日になって急遽参加することになりました。
色々とモヤモヤは残るのですがやはり1人でいるのとは違いますね。助かりました。

ご心配してくださった方々にお礼を申し上げます。
もの凄く勇気付けられて嬉しかったです。"
1432334630561091584,2021-08-30 13:29:22+00:00,古神にふさわしい葬儀を営むことにしましょう。けどねえ、あれは守衛なんでしょうね？葬儀出したあとでね、実は蜂屋だったなんつうの困りますからな
1432324650579550212,2021-08-30 12:49:42+00:00,「クイーンの葬儀を見んとて朝九時、宿の主人と共に出ず。（中略）流石の大公園も人間にて波を打ちつつあり、園内の樹木みな人の実を結ぶ。宿の主人、余を肩車に乗せてくれたり。漸くにして行列の胸以上をみる。キング、ジャーマンエンペラーなど従う。棺は白に赤をもって覆われたり」（夏目漱石）
1432312759950065673,2021-08-30 12:02:27+00:00,"光「今朝、金魚が一匹死んでいてもの凄く悲しい思いをしているから、全刀剣男子を一週間休みにして本丸を挙げての葬儀を執り行って欲しいな…。」
倶「お前のメンタルは豆腐か。」"
1432309517476261904,2021-08-30 11:49:34+00:00,90歳の親の葬儀を70歳でやるみたいな時代にお通夜ってハードじゃない？
1432307547554283524,2021-08-30 11:41:44+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
1432304606000959492,2021-08-30 11:30:03+00:00,"戒名は必要？

仏式葬儀以外の葬儀を執り行うのであれば、戒名は必ずしも必要というわけではありません

葬儀形態の多様化によって、近年増加傾向にある無宗教葬儀の場合、俗名で葬儀を執り行うことが可能となっています

俗名（ぞくみょう）とは、仏教における生前の名前のことを指します"
1432300744380600323,2021-08-30 11:14:42+00:00,"阿闍梨（惟光の兄）
病の母（大弐の乳母）の世話をしていた一人。
夕顔の葬儀をつとめた。"
1432299740394180617,2021-08-30 11:10:43+00:00,葬儀を終え、晩御飯を食べ過ぎる。一回休み。
1432296694960459777,2021-08-30 10:58:37+00:00,本日、無事に父の葬儀を執り行いました。
1432278441982709761,2021-08-30 09:46:05+00:00,"八尾市・平野区で葬儀を考えるなら、シンセリティホールへご連絡を
☎０１２０－４４９－０４０
 ##家族葬　＃お葬式　＃大阪葬儀　＃葬儀"
1432276746418593797,2021-08-30 09:39:21+00:00,無事に祖母の葬儀を終えてひと段落。。天国でずっと見てくれてると信じて😊
1432230982925492224,2021-08-30 06:37:30+00:00,生活保護を受けている世帯の方が亡くなり、葬儀費用を出すことができない場合には、生活保護法第18条に基づいて葬儀の費用を受けることができます。これを葬祭扶助といい、これによって行われる葬儀を福祉葬になります。一般社団法人宮城県福祉葬協会にご相談ください。
1432225615797653509,2021-08-30 06:16:10+00:00,"当社でお葬式を行った喪主様から『お宅に頼んで本当に良かった』とのお言葉が永年葬儀を行っている当社の誇りです。
詳しくは事前相談にお越しください。
#大阪家族葬 ##家族葬　＃お葬式　＃大阪葬儀　＃葬儀"
1432213561376346118,2021-08-30 05:28:16+00:00,旦那が入院して一人きりの淋しさを紛らすためにツイッターを始めた。そんな私を初めてフォローしてくれた人。とても優しかった。長い夫婦生活でもなかった優しい会話だった。やがて旦那が亡くなった。葬儀を済ませツイッターを見ると、DMが一通。「ありがとう。元気でな。お前」
1432206162825461763,2021-08-30 04:58:52+00:00,曹操「貴様に、予の葬儀を命ずる。葬儀指揮官の任につけ」　夏侯淵「不吉なお言葉を」　曹操「いや、策だ。――今暁、曹操遂に死せりと、喪を発するがよい。伝え聞くや、呂布はこの時とばかり、城を出て攻め寄せて来るにちがいない。仮埋葬を営むと触れてわが仮の柩を、馬陵山へ葬れ」（群星の巻）
1432182788652875780,2021-08-30 03:26:00+00:00,主が死んだ。主の遺体は回収され、葬儀を執り行ったそうだが俺達は参加できなかった。出来るとも思っていなかった。本丸はこのまま主の力が消えるまで置かれるという。良かった。新しい主なんて欲しくない。
1432175922258399234,2021-08-30 02:58:43+00:00,今なりたいモブ女は、父親の葬儀をおーじょーどうに頼んだら葬儀のときに来ていたそこの人らしい謎の美丈夫の男に心を奪われてしまう一般りゆえ女子
1432173193104556032,2021-08-30 02:47:52+00:00,しかし、ケプラーやニュートンなど《人間臨終図巻》に入れても良い、あるいは入れるべき科学者は、やっぱりいる。前者はとんでもない貧困の中で死んだし、後者は帝王・国王のような葬儀をしてもらったという意味で特筆に値する。
1432172420383662081,2021-08-30 02:44:48+00:00,芸能人や有名人が密葬とか無宗教葬とか、やめて欲しいよね。有名人だからこそ伝統的重厚な葬儀を営んで世間の模範となって欲しいよ。
1432112517401100291,2021-08-29 22:46:46+00:00,"お宅に頼んで本当に良かった・・これが私たち宝城が葬儀を行う理由です。
大阪　家族葬　お葬式　友人葬　たからのしろ宝城で検索を・・・
https://sincerit ##家族葬　＃お葬式　＃大阪葬儀　＃葬儀"
1432096162681483265,2021-08-29 21:41:46+00:00,お客様の必要な部分だけで格安で葬儀をさせて頂きます！ ##sougi
1432095102436970497,2021-08-29 21:37:34+00:00,生活保護を受けている方に、身内の方・ご本人が葬儀をする際に、葬祭扶助という形で実質0円で葬儀が執り行えるよう支援する制度が御座います。宮城県内対応致します。 一般社団法人宮城県福祉葬協会へ
